"","STATENAME","URL","WEBSITE","ACTIVITY.LEVEL","ACTIVITY.LEVEL.LABEL","WEEKEND","WEEK","SEASON","integerActivityLevel"
"506","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"507","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"508","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"509","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"510","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"511","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 4","Low","Dec-08-2018",49,"2018-19",4
"512","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 3","Minimal","Dec-08-2018",49,"2018-19",3
"513","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"514","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"515","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"516","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"517","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 5","Low","Dec-08-2018",49,"2018-19",5
"518","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"519","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"520","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 3","Minimal","Dec-08-2018",49,"2018-19",3
"521","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"522","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"523","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 4","Low","Dec-08-2018",49,"2018-19",4
"524","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"525","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 3","Minimal","Dec-08-2018",49,"2018-19",3
"526","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"527","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 5","Low","Dec-08-2018",49,"2018-19",5
"528","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"529","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"530","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 3","Minimal","Dec-08-2018",49,"2018-19",3
"531","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 4","Low","Dec-08-2018",49,"2018-19",4
"532","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"533","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 5","Low","Dec-08-2018",49,"2018-19",5
"534","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"535","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"536","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 2","Minimal","Dec-08-2018",49,"2018-19",2
"537","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"538","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 5","Low","Dec-08-2018",49,"2018-19",5
"539","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 7","Moderate","Dec-08-2018",49,"2018-19",7
"540","Virgin Islands","http://doh.vi.gov/","Influenza","Level 1","Minimal","Dec-08-2018",49,"2018-19",1
"541","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 8","High","Dec-15-2018",50,"2018-19",8
"542","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 2","Minimal","Dec-15-2018",50,"2018-19",2
"543","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 6","Moderate","Dec-15-2018",50,"2018-19",6
"544","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 5","Low","Dec-15-2018",50,"2018-19",5
"545","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 4","Low","Dec-15-2018",50,"2018-19",4
"546","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 10","High","Dec-15-2018",50,"2018-19",10
"547","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 3","Minimal","Dec-15-2018",50,"2018-19",3
"548","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"549","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 4","Low","Dec-15-2018",50,"2018-19",4
"550","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 2","Minimal","Dec-15-2018",50,"2018-19",2
"551","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 10","High","Dec-15-2018",50,"2018-19",10
"552","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"553","Idaho","http://flu.idaho.gov","Influenza","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"554","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 2","Minimal","Dec-15-2018",50,"2018-19",2
"555","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 3","Minimal","Dec-15-2018",50,"2018-19",3
"556","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"557","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 3","Minimal","Dec-15-2018",50,"2018-19",3
"558","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 6","Moderate","Dec-15-2018",50,"2018-19",6
"559","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 7","Moderate","Dec-15-2018",50,"2018-19",7
"560","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"561","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"562","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 3","Minimal","Dec-15-2018",50,"2018-19",3
"563","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 2","Minimal","Dec-15-2018",50,"2018-19",2
"564","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 4","Low","Dec-15-2018",50,"2018-19",4
"565","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 4","Low","Dec-15-2018",50,"2018-19",4
"566","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 4","Low","Dec-15-2018",50,"2018-19",4
"567","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"568","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 3","Minimal","Dec-15-2018",50,"2018-19",3
"569","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 3","Minimal","Dec-15-2018",50,"2018-19",3
"570","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"571","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 7","Moderate","Dec-15-2018",50,"2018-19",7
"572","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 4","Low","Dec-15-2018",50,"2018-19",4
"573","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 4","Low","Dec-15-2018",50,"2018-19",4
"574","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 4","Low","Dec-15-2018",50,"2018-19",4
"575","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"576","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"577","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 5","Low","Dec-15-2018",50,"2018-19",5
"578","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 3","Minimal","Dec-15-2018",50,"2018-19",3
"579","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 4","Low","Dec-15-2018",50,"2018-19",4
"580","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"581","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 7","Moderate","Dec-15-2018",50,"2018-19",7
"582","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"583","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 2","Minimal","Dec-15-2018",50,"2018-19",2
"584","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 5","Low","Dec-15-2018",50,"2018-19",5
"585","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 4","Low","Dec-15-2018",50,"2018-19",4
"586","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 2","Minimal","Dec-15-2018",50,"2018-19",2
"587","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 6","Moderate","Dec-15-2018",50,"2018-19",6
"588","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"589","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 2","Minimal","Dec-15-2018",50,"2018-19",2
"590","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 3","Minimal","Dec-15-2018",50,"2018-19",3
"591","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 2","Minimal","Dec-15-2018",50,"2018-19",2
"592","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 6","Moderate","Dec-15-2018",50,"2018-19",6
"593","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 7","Moderate","Dec-15-2018",50,"2018-19",7
"594","Virgin Islands","http://doh.vi.gov/","Influenza","Level 1","Minimal","Dec-15-2018",50,"2018-19",1
"595","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 9","High","Dec-22-2018",51,"2018-19",9
"596","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 2","Minimal","Dec-22-2018",51,"2018-19",2
"597","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 7","Moderate","Dec-22-2018",51,"2018-19",7
"598","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 6","Moderate","Dec-22-2018",51,"2018-19",6
"599","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 5","Low","Dec-22-2018",51,"2018-19",5
"600","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 10","High","Dec-22-2018",51,"2018-19",10
"601","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 5","Low","Dec-22-2018",51,"2018-19",5
"602","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 2","Minimal","Dec-22-2018",51,"2018-19",2
"603","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 5","Low","Dec-22-2018",51,"2018-19",5
"604","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 3","Minimal","Dec-22-2018",51,"2018-19",3
"605","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 10","High","Dec-22-2018",51,"2018-19",10
"606","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"607","Idaho","http://flu.idaho.gov","Influenza","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"608","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 4","Low","Dec-22-2018",51,"2018-19",4
"609","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 7","Moderate","Dec-22-2018",51,"2018-19",7
"610","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"611","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 3","Minimal","Dec-22-2018",51,"2018-19",3
"612","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 8","High","Dec-22-2018",51,"2018-19",8
"613","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 8","High","Dec-22-2018",51,"2018-19",8
"614","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"615","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 3","Minimal","Dec-22-2018",51,"2018-19",3
"616","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 5","Low","Dec-22-2018",51,"2018-19",5
"617","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 3","Minimal","Dec-22-2018",51,"2018-19",3
"618","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 4","Low","Dec-22-2018",51,"2018-19",4
"619","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 7","Moderate","Dec-22-2018",51,"2018-19",7
"620","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 5","Low","Dec-22-2018",51,"2018-19",5
"621","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"622","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 9","High","Dec-22-2018",51,"2018-19",9
"623","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 6","Moderate","Dec-22-2018",51,"2018-19",6
"624","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"625","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 9","High","Dec-22-2018",51,"2018-19",9
"626","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 10","High","Dec-22-2018",51,"2018-19",10
"627","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 5","Low","Dec-22-2018",51,"2018-19",5
"628","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 4","Low","Dec-22-2018",51,"2018-19",4
"629","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"630","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"631","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 7","Moderate","Dec-22-2018",51,"2018-19",7
"632","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 3","Minimal","Dec-22-2018",51,"2018-19",3
"633","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 5","Low","Dec-22-2018",51,"2018-19",5
"634","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 2","Minimal","Dec-22-2018",51,"2018-19",2
"635","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 9","High","Dec-22-2018",51,"2018-19",9
"636","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"637","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"638","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 7","Moderate","Dec-22-2018",51,"2018-19",7
"639","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 6","Moderate","Dec-22-2018",51,"2018-19",6
"640","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 2","Minimal","Dec-22-2018",51,"2018-19",2
"641","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 6","Moderate","Dec-22-2018",51,"2018-19",6
"642","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"643","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 2","Minimal","Dec-22-2018",51,"2018-19",2
"644","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 3","Minimal","Dec-22-2018",51,"2018-19",3
"645","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"646","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 8","High","Dec-22-2018",51,"2018-19",8
"647","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 9","High","Dec-22-2018",51,"2018-19",9
"648","Virgin Islands","http://doh.vi.gov/","Influenza","Level 1","Minimal","Dec-22-2018",51,"2018-19",1
"649","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 10","High","Dec-29-2018",52,"2018-19",10
"650","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 3","Minimal","Dec-29-2018",52,"2018-19",3
"651","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 9","High","Dec-29-2018",52,"2018-19",9
"652","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 7","Moderate","Dec-29-2018",52,"2018-19",7
"653","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 6","Moderate","Dec-29-2018",52,"2018-19",6
"654","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 10","High","Dec-29-2018",52,"2018-19",10
"655","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 6","Moderate","Dec-29-2018",52,"2018-19",6
"656","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Dec-29-2018",52,"2018-19",1
"657","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 5","Low","Dec-29-2018",52,"2018-19",5
"658","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 5","Low","Dec-29-2018",52,"2018-19",5
"659","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 10","High","Dec-29-2018",52,"2018-19",10
"660","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 1","Minimal","Dec-29-2018",52,"2018-19",1
"661","Idaho","http://flu.idaho.gov","Influenza","Level 3","Minimal","Dec-29-2018",52,"2018-19",3
"662","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 7","Moderate","Dec-29-2018",52,"2018-19",7
"663","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 9","High","Dec-29-2018",52,"2018-19",9
"664","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 4","Low","Dec-29-2018",52,"2018-19",4
"665","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 7","Moderate","Dec-29-2018",52,"2018-19",7
"666","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 10","High","Dec-29-2018",52,"2018-19",10
"667","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 10","High","Dec-29-2018",52,"2018-19",10
"668","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 2","Minimal","Dec-29-2018",52,"2018-19",2
"669","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 4","Low","Dec-29-2018",52,"2018-19",4
"670","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 8","High","Dec-29-2018",52,"2018-19",8
"671","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 4","Low","Dec-29-2018",52,"2018-19",4
"672","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 6","Moderate","Dec-29-2018",52,"2018-19",6
"673","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 10","High","Dec-29-2018",52,"2018-19",10
"674","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 7","Moderate","Dec-29-2018",52,"2018-19",7
